,,,,,weight (g),width relaxed,height relaxed,width stretched,height stretched,,,,,,,,,,,,,,
,,,std dev,std dev,0.13,9.11,5.77,13.53,10.26,,,,,,,,,,,,,,
,,,median,median,3.98,103.00,82.00,171.00,100.00,,,,,,,,,,,,,,
,,,average,average,3.98,103.00,82.47,171.28,100.98,,,,,,,,,,,,,,
,,,max,max,4.37,129.00,101.00,227.00,179.00,,,,,,,,,,,,,,
,,,min,min,3.26,77.00,65.00,121.00,67.00,,,,,,,,,,,#DIV/0!,,,
knit?,datID,datPos,patternName,"if reprocessed, new ID",weight (g),width relaxed,height relaxed,width stretched,height stretched,KnitPaint error or other knitting notes,double decrease (in SM set),toMachine error,dataset,photo relaxed,photo stretched,Relaxed Width Gauge (st/mm),Relaxed Height Gauge (row/mm),Stretched Width Gauge (st/mm),Stretched Height Gauge (row/mm),Relaxed Width Gauge (st/in),Relaxed Height Gauge (row/in),Stretched Width Gauge (st/in),Stretched Height Gauge (row/in)
,,,,,,,,,,"note ""ESC"" = ""essential stitch collection"", ""SM"" = ""stitch maps""",,,,,,,,,,,,,
,71,2,111Diagonal_bb4a583a81c122d6f949a37115d8dffb2135abc0_out.chart,,4.18,92,87,182,104,,,false ,SM,,,0.652173913,0.6896551724,0.3296703297,0.5769230769,16.56521739,17.51724138,8.373626374,14.65384615
,71,3,112Diagonal_bf5d95ec065ab482fc34292ff3cc07a7f57c44e6_out.chart,,4.14,99,83,182,100,,,false ,SM,,,0.6060606061,0.7228915663,0.3296703297,0.6,15.39393939,18.36144578,8.373626374,15.24
,72,1,113Fir Cone_f53cdacc5e25f1594b0bacb119416b34fd9c3c39_out.chart,,,96,78,162,89,,x,false ,SM,,,0.625,0.7692307692,0.3703703704,0.6741573034,15.875,19.53846154,9.407407407,17.12359551
,72,2,114Frozen 1_417b7a656e6ef0aad3c40c23289468dc08f44230_out.chart,,4.18,101,71,145,100,,,false ,SM,,,0.5940594059,0.8450704225,0.4137931034,0.6,15.08910891,21.46478873,10.51034483,15.24
,72,3,115FÑhnchen_26cd11b87665636f39eab27fa0002d4cc2662ac8_out.chart,,3.86,99,73,151,104,,,false ,SM,,,0.6060606061,0.8219178082,0.3973509934,0.5769230769,15.39393939,20.87671233,10.09271523,14.65384615
,false ,false ,116Gumdrops_f15a6357c2164022a3f3a5a2e25287ae4cc866c0_out.chart,,,,,,,,x,This pattern requires an increase.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,73,1,117Heatwave_b0bd129670b36ea1cea0c31f9a14460c3e711c2c_out.chart,,3.87,93,82,153,114,,x,false ,SM,,,0.6451612903,0.7317073171,0.3921568627,0.5263157895,16.38709677,18.58536585,9.960784314,13.36842105
,73,2,118Hex mesh_5c519deaa6cc2f30080638820b2e6f568428a756_out.chart,,4.01,129,82,173,113,,,false ,SM,,,0.4651162791,0.7317073171,0.3468208092,0.5309734513,11.81395349,18.58536585,8.809248555,13.48672566
,73,3,119Hyacinth_05d5ed609c6e99b933fcfa165847879aa232c74f_out.chart,,4.08,112,75,162,116,,,false ,SM,,,0.5357142857,0.8,0.3703703704,0.5172413793,13.60714286,20.32,9.407407407,13.13793103
,false ,false ,120Instep 1_2b89cb32d01fad5667dd114597555bc3a8e2753d_out.chart,,,,,,,,,Error: Operation Error: trying to xfer from empty needle f-60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,false ,false ,121kraniche_29f99b19205576bff3bbba97576c35f8e3217e52_out.chart,,,,,,,,,Error: Operation Error: trying to xfer from empty needle b-86.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,74,1,122Lace Rib_029c65a2d0d52c54176a1cda9f0e5171db064ec1_out.chart,,4.10,82,89,173,113,,,false ,SM,,,0.7317073171,0.6741573034,0.3468208092,0.5309734513,18.58536585,17.12359551,8.809248555,13.48672566
,74,2,123Lace rib_63862362314bbc67893c321066476b01c1180081_out.chart,,4.16,95,86,160,114,,,false ,SM,,,0.6315789474,0.6976744186,0.375,0.5263157895,16.04210526,17.72093023,9.525,13.36842105
,74,3,124lace rib_b2d7e4157c1a1a36a335f3f476b102b26ecd1f47_out.chart,,4.12,99,81,174,111,,x,false ,SM,,,0.6060606061,0.7407407407,0.3448275862,0.5405405405,15.39393939,18.81481481,8.75862069,13.72972973
,75,1,125Palmbaum_e0380befa9998f98b0929feef463925eb2869a07_out.chart,,4.09,98,87,161,114,,,false ,SM,,,0.612244898,0.6896551724,0.3726708075,0.5263157895,15.55102041,17.51724138,9.465838509,13.36842105
,75,2,126pawprint_de9cc8ccce79691e3bd0a8e9c2805596cb3fdcac_out.chart,,4.00,104,79,157,102,,,false ,SM,,,0.5769230769,0.7594936709,0.3821656051,0.5882352941,14.65384615,19.29113924,9.707006369,14.94117647
,75,3,127Pelicans_84e173c0ef6c46ad5826bd93bde4eab24632ad0d_out.chart,,4.00,120,75,168,103,,x,false ,SM,,,0.5,0.8,0.3571428571,0.5825242718,12.7,20.32,9.071428571,14.7961165
x,76,1,128Pigtails_4274814fb726d2d5cf366b1856438b916d6d01bf_out.chart,,3.91,103,84,166,82,,,false ,SM,,,0.5825242718,0.7142857143,0.3614457831,0.7317073171,14.7961165,18.14285714,9.180722892,18.58536585
x,76,2,129Pointers_17b107d5c435a38302e10ede447f0ca6ef5ab04d_out.chart,,3.81,104,81,158,93,,,false ,SM,,,0.5769230769,0.7407407407,0.3797468354,0.6451612903,14.65384615,18.81481481,9.64556962,16.38709677
,false ,false ,130Ripple 1_cf76574051abcca873cfe721d540c21a22ec9a2a_out.chart,,,,,,,,,This pattern requires an increase.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,false ,false ,131Ripple 2_5aa9d6e2435d14d344852e794c34e1e0ce2d9b0d_out.chart,,,,,,,,,This pattern required an offset of -3 in line 60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,false ,false ,132Ripple 3_2d3eec2297b064486593e293ef36e7a618995485_out.chart,,,,,,,,,Error: Operation Error: trying to xfer from empty needle b-120.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
x,76,3,133Sanpat 1_e7103f7ca8f54b3a503948315f42109ed9de0d7c_out.chart,,3.79,117,74,157,95,,,false ,SM,,,0.5128205128,0.8108108108,0.3821656051,0.6315789474,13.02564103,20.59459459,9.707006369,16.04210526
,77,1,134Sea oats_202c1377f658c31247ccbd8db6b6794513b64b93_out.chart,,4.12,112,84,175,102,,,false ,SM,,,0.5357142857,0.7142857143,0.3428571429,0.5882352941,13.60714286,18.14285714,8.708571429,14.94117647
,false ,false ,135Solitude_5e3beb103f35c1d37eb4e08a479c780f6a1dfcf0_out.chart,,,,,,,,x,This pattern requires an increase.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,77,2,136Stairway_345a56dc7543ba3cbcd9d66b1c98b461c3b92494_out.chart,,4.13,102,78,173,110,,,false ,SM,,,0.5882352941,0.7692307692,0.3468208092,0.5454545455,14.94117647,19.53846154,8.809248555,13.85454545
,77,3,137try lace_c283a25fd9fcb132c287a476a269d73ba0ebf4c0_out.chart,,4.21,87,95,175,108,,x,false ,SM,,,0.6896551724,0.6315789474,0.3428571429,0.5555555556,17.51724138,16.04210526,8.708571429,14.11111111
,78,1,138Wildfire_222b6e2656dfd95529bf3cc5507cdeacc99a7cc0_out.chart,,,,,,,,,false ,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,false ,false ,139ZickZack_66922b660ef8b22b5beb867211d8032e5412db00_out.chart,,,,,,,,,This pattern requires an increase.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,78,2,140Angelfish_6488392a0aecf3bac0a29988ae21e4fc465c2b64_out.chart,,4.00,109,81,172,100,,x,false ,SM,,,0.5504587156,0.7407407407,0.3488372093,0.6,13.98165138,18.81481481,8.860465116,15.24
,78,3,141Barb Moff_d00b1d1769d19af5d190e3416f3c0493509e4ccf_out.chart,,3.88,116,66,168,106,,,false ,SM,,,0.5172413793,0.9090909091,0.3571428571,0.5660377358,13.13793103,23.09090909,9.071428571,14.37735849
,false ,false ,142Bias Mesh_728c434f689d8df2746f5e5822cff1dc388f759e_out.chart,,,,,,,,x,Error: Operation Error: trying to xfer from empty needle b-60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,79,1,143Big Mossy_93078abe28db15727742d3bfa45a8ee17c3ae6bc_out.chart,,4.22,101,101,195,123,,,false ,SM,,,0.5940594059,0.5940594059,0.3076923077,0.487804878,15.08910891,15.08910891,7.815384615,12.3902439
,79,2,144Challenge_b93a3c9468bbf1f710ab2f026679701217623dc2_out.chart,,3.96,104,79,172,105,,x,false ,SM,,,0.5769230769,0.7594936709,0.3488372093,0.5714285714,14.65384615,19.29113924,8.860465116,14.51428571
,false ,false ,145Diamond 3_6d2c923cead919886cbaf3686a11ac10416a19fc_out.chart,,,,,,,,,This pattern required an offset of -3 in line 60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,79,3,146Dragonfly_c659d3f5a5f8890573d21404fc7965ebed30b6ae_out.chart,,,,,,,,x,false ,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,80,1,147Gull Lace_33de1b2b76b31f09cbc889d49cff2fa594c6faf5_out.chart,,3.86,102,78,174,105,,,false ,SM,,,0.5882352941,0.7692307692,0.3448275862,0.5714285714,14.94117647,19.53846154,8.75862069,14.51428571
,80,2,148Heartless_bfdf5e275d05069cbf85e134a9dd69565b5bb7a1_out.chart,,3.99,100,83,171,104,,,false ,SM,,,0.6,0.7228915663,0.350877193,0.5769230769,15.24,18.36144578,8.912280702,14.65384615
,80,3,149Hibernate_ca41ce165e39cf2481776281cedb00356855f1cf_out.chart,,3.90,101,88,180,115,,x,false ,SM,,,0.5940594059,0.6818181818,0.3333333333,0.5217391304,15.08910891,17.31818182,8.466666667,13.25217391
,81,1,150Honeycomb_6705c6fb22cdd7deff0b9a18ec37bd97ad94b30f_out.chart,,4.00,120,74,177,100,,,false ,SM,,,0.5,0.8108108108,0.3389830508,0.6,12.7,20.59459459,8.610169492,15.24
,81,2,151Horseshoe_61fe296eea094bd580b389079ef0ba31900b3182_out.chart,,4.09,109,73,165,97,,x,false ,SM,,,0.5504587156,0.8219178082,0.3636363636,0.618556701,13.98165138,20.87671233,9.236363636,15.71134021
,81,3,152Horseshoe_93e1701b946d7447a9070859ff00079e02e16c4c_out.chart,,4.05,100,88,163,110,,x,false ,SM,,,0.6,0.6818181818,0.3680981595,0.5454545455,15.24,17.31818182,9.349693252,13.85454545
,82,1,153horseshoe_dc9c470e19622b14f27adc18f0b4f63a6529051e_out.chart,,4.01,103,84,170,89,,x,false ,SM,,,0.5825242718,0.7142857143,0.3529411765,0.6741573034,14.7961165,18.14285714,8.964705882,17.12359551
,82,2,154Interplay_6d32a867b1dcc89cc298b91928c552b682ea6084_out.chart,,4.03,113,79,179,94,,x,false ,SM,,,0.5309734513,0.7594936709,0.3351955307,0.6382978723,13.48672566,19.29113924,8.51396648,16.21276596
,82,3,155Josephine_535bf28c4dc7ad848db287e8ab5a0f7e2463f812_out.chart,,4.12,110,91,189,100,,,false ,SM,,,0.5454545455,0.6593406593,0.3174603175,0.6,13.85454545,16.74725275,8.063492063,15.24
,83,1,156lace edge_b1606df01a50883b27bcf62b0b22c5411d586551_out.chart,,3.98,99,84,156,94,,x,false ,SM,,,0.6060606061,0.7142857143,0.3846153846,0.6382978723,15.39393939,18.14285714,9.769230769,16.21276596
,83,2,157Lace Rose_a4f3cccb48329cda31848ecee716804c3ffd02bb_out.chart,,4.02,102,80,165,100,ladders when knitting (double-yo),,false ,SM,,,0.5882352941,0.75,0.3636363636,0.6,14.94117647,19.05,9.236363636,15.24
,83,3,158Lacy wave_b027a09b34ec2e775c05bae38ab4c168c621b4c2_out.chart,,3.89,97,77,155,100,,,false ,SM,,,0.618556701,0.7792207792,0.3870967742,0.6,15.71134021,19.79220779,9.832258065,15.24
,84,1,159Leaf Lace_de01afef7ab0499cfae454dafd411781a0c47241_out.chart,,3.93,119,79,161,94,,x,false ,SM,,,0.5042016807,0.7594936709,0.3726708075,0.6382978723,12.80672269,19.29113924,9.465838509,16.21276596
,84,2,160Leaves #1_89ead50e3073f3947db8b24910fbd348844688af_out.chart,,4.09,90,88,161,100,,x,false ,SM,,,0.6666666667,0.6818181818,0.3726708075,0.6,16.93333333,17.31818182,9.465838509,15.24
,84,3,161Leaves #2_af599a04920cc3e42ffd660e9c9083838fa25cf3_out.chart,,4.20,88,87,170,99,,,false ,SM,,,0.6818181818,0.6896551724,0.3529411765,0.6060606061,17.31818182,17.51724138,8.964705882,15.39393939
,85,1,162Lois Left_074f1b4aaa8f478588072b6bf278cbf40875acd8_out.chart,,,,,,,,,false ,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,85,2,163Meander 2_e39cbc8a8ba11b148880ad8121528c8a39cf0dba_out.chart,,4.01,120,76,181,99,,,false ,SM,,,0.5,0.7894736842,0.3314917127,0.6060606061,12.7,20.05263158,8.419889503,15.39393939
,85,3,164Mini Twig_2fb2c196117a011743e42cf798d1be3f4931d2e6_out.chart,,3.99,110,80,166,101,,x,false ,SM,,,0.5454545455,0.75,0.3614457831,0.5940594059,13.85454545,19.05,9.180722892,15.08910891
x,86,1,165Pineapple_192165e6b1dafeb1da259952ff429ffedbc24b02_out.chart,,3.83,105,82,157,92,,,false ,SM,,,0.5714285714,0.7317073171,0.3821656051,0.652173913,14.51428571,18.58536585,9.707006369,16.56521739
x,86,2,166Reverso 7_de5899274d78dc1e2b684e7206321d8888199922_out.chart,,3.93,107,79,166,97,,,false ,SM,,,0.5607476636,0.7594936709,0.3614457831,0.618556701,14.24299065,19.29113924,9.180722892,15.71134021
x,86,3,167Shida 018_9930c11b964393e3112e43cd5fb7b44f3e939120_out.chart,,4.12,102,86,178,97,,,false ,SM,,,0.5882352941,0.6976744186,0.3370786517,0.618556701,14.94117647,17.72093023,8.561797753,15.71134021
,87,1,168Shida 021_ad6d7b78d4ec5e71b9d68bf210dd11b0a2327327_out.chart,,4.22,88,99,194,108,,,false ,SM,,,0.6818181818,0.6060606061,0.3092783505,0.5555555556,17.31818182,15.39393939,7.855670103,14.11111111
,87,2,169Spirals 2_5312408358a4f6abb5d0a5812b11b0e4beef5355_out.chart,,4.12,112,86,180,96,,,false ,SM,,,0.5357142857,0.6976744186,0.3333333333,0.625,13.60714286,17.72093023,8.466666667,15.875
,87,3,170Spirals 3_a3f2cbf16cf0e9136c5b0edab9450f47b9400f93_out.chart,,4.04,119,80,183,96,,x,false ,SM,,,0.5042016807,0.75,0.3278688525,0.625,12.80672269,19.05,8.327868852,15.875
x,88,1,171Swirl Rib_1e0b58aa68965752a17656a395308710aacc0de7_out.chart,,4.14,97,95,144,106,,,false ,SM,,,0.618556701,0.6315789474,0.4166666667,0.5660377358,15.71134021,16.04210526,10.58333333,14.37735849
,false ,false ,172Test leaf_3d257b952adecf7ef003ad6b5688a14a724c4a1c_out.chart,,,,,,,,,Error: Operation Error: trying to xfer from empty needle b-120.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
x,88,2,173Trellis 2_f9f51966a1defcc552b8ac39e1ac8683f5a11591_out.chart,,4.01,104,81,171,97,note a single continuous pickup,,false ,SM,,,0.5769230769,0.7407407407,0.350877193,0.618556701,14.65384615,18.81481481,8.912280702,15.71134021
,false ,false ,174wallpaper_d28a2643309258108ffe726fbb853b133dea9549_out.chart,,,,,,,,x,Error: Operation Error: trying to xfer from empty needle b-124.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
x,88,3,175Waterfall_57de74fd1a0b7e3e7ac8ff1ccb65647a8d2ac24f_out.chart,,3.97,101,85,157,98,,,false ,SM,,,0.5940594059,0.7058823529,0.3821656051,0.612244898,15.08910891,17.92941176,9.707006369,15.55102041
,89,1,176Waterfall_be1c2fbc8af19ce531570b8e8931139ebb0ce02c_out.chart,,3.96,104,89,171,92,,,false ,SM,,,0.5769230769,0.6741573034,0.350877193,0.652173913,14.65384615,17.12359551,8.912280702,16.56521739
,89,2,177Windswept_c76d8b0582606010cf3d4cfe5b1d5a0eba43671a_out.chart,,4.01,102,85,159,100,dropped a few stitches when knitting (in measured version),x,false ,SM,,,0.5882352941,0.7058823529,0.3773584906,0.6,14.94117647,17.92941176,9.58490566,15.24
,89,3,178Basic lace_dc9fe687457e88a1d220e93d596a385eefa913e7_out.chart,,4.32,118,91,185,115,,,false ,SM,,,0.5084745763,0.6593406593,0.3243243243,0.5217391304,12.91525424,16.74725275,8.237837838,13.25217391
x,90,1,179Basketry 2_397b02b05365b609b2aa5c6b5c2f947c4b5f9040_out.chart,,4.06,111,83,169,101,,,false ,SM,,,0.5405405405,0.7228915663,0.3550295858,0.5940594059,13.72972973,18.36144578,9.017751479,15.08910891
x,90,2,180Bear Track_331e2c1f1f5e2aa0d2bfe220442c9578e6c72204_out.chart,,3.97,103,83,156,99,,,false ,SM,,,0.5825242718,0.7228915663,0.3846153846,0.6060606061,14.7961165,18.36144578,9.769230769,15.39393939
x,90,3,181Blue flame_30871b7da7f9ab9f539130ae7d2c3b13816c8920_out.chart,,4.05,101,87,157,99,,,false ,SM,,,0.5940594059,0.6896551724,0.3821656051,0.6060606061,15.08910891,17.51724138,9.707006369,15.39393939
,91,1,182Bud Stitch_b82f002352765210d6d42f15641ee7d136a4a88d_out.chart,,4.09,100,81,167,90,,x,false ,SM,,,0.6,0.7407407407,0.3592814371,0.6666666667,15.24,18.81481481,9.125748503,16.93333333
,91,2,183Bud Stitch_de4d2499369599fb9174bcec507fe5f0d0b827d7_out.chart,,4.07,98,82,154,98,,x,false ,SM,,,0.612244898,0.7317073171,0.3896103896,0.612244898,15.55102041,18.58536585,9.896103896,15.55102041
,91,3,184Crossroads_017e6c43933da80d3fd55568f28617ae39bb140f_out.chart,,4.02,100,86,172,105,,,false ,SM,,,0.6,0.6976744186,0.3488372093,0.5714285714,15.24,17.72093023,8.860465116,14.51428571
,false ,false ,185Dragonskin_86a6e11260ca4dd02f2b960d068270ea5d08e783_out.chart,,,,,,,,,This pattern required an offset of -3 in line 60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,92,1,186Experiment_7d007dde47ca3bfe79838ab6268979dcae3608c2_out.chart,,4.04,103,71,171,103,,x,false ,SM,,,0.5825242718,0.8450704225,0.350877193,0.5825242718,14.7961165,21.46478873,8.912280702,14.7961165
,92,2,187Eyecatcher_cf90279bcbab6f8658997adc452fa24a58b2213b_out.chart,,4.21,99,90,206,98,,,false ,SM,,,0.6060606061,0.6666666667,0.2912621359,0.612244898,15.39393939,16.93333333,7.398058252,15.55102041
,92,3,188faux cable_f349bd6c1e09402f7f07baece9dd4e54f42155f4_out.chart,,4.06,77,94,201,106,,,false ,SM,,,0.7792207792,0.6382978723,0.2985074627,0.5660377358,19.79220779,16.21276596,7.582089552,14.37735849
,false ,false ,189Friendship_09c7ed47fe890e7a206ba344c5f16a86b6d5ddc3_out.chart,,,,,,,,x,Error: Operation Error: trying to xfer from empty needle b-78.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,93,1,190Green lace_347d1bc92ffffc44736657a469bff6939c151b79_out.chart,,3.99,122,74,182,102,,x,false ,SM,,,0.4918032787,0.8108108108,0.3296703297,0.5882352941,12.49180328,20.59459459,8.373626374,14.94117647
,93,2,191Hagakiri 2_f9a94b43d1429c4bcecb980be18acf3b23395f3f_out.chart,,4.05,110,80,164,98,,x,false ,SM,,,14.81481481,0.75,0.3658536585,0.612244898,376.2962963,19.05,9.292682927,15.55102041
,93,3,192Horseshoes_de1ef9c057641de0ab57a1e8be82a3835289cdc4_out.chart,,4.05,99,85,171,102,,x,false ,SM,,,14.81481481,0.7058823529,0.350877193,0.5882352941,376.2962963,17.92941176,8.912280702,14.94117647
x,94,1,193lace block_d55c4c93b813fbd84a9126923055cb8d14ade5c8_out.chart,,4.17,111,80,176,99,,,false ,SM,,,0.5405405405,0.75,0.3409090909,0.6060606061,13.72972973,19.05,8.659090909,15.39393939
x,94,2,194Lois Right_1d544438436b7dc7f701403b47264846ffe30312_out.chart,,3.84,104,77,158,91,,,false ,SM,,,0.5769230769,0.7792207792,0.3797468354,0.6593406593,14.65384615,19.79220779,9.64556962,16.74725275
x,94,3,195Make a Lap_a3be163c886b5ed73261ecaca857aa820a6758b5_out.chart,,4.04,98,81,169,102,,,false ,SM,,,0.612244898,0.7407407407,0.3550295858,0.5882352941,15.55102041,18.81481481,9.017751479,14.94117647
,95,1,196Maple Leaf_d097ab725a5d47c8b94be475a6466dae809b0581_out.chart,,3.83,114,81,185,96,,x,false ,SM,,,0.5263157895,0.7407407407,0.3243243243,0.625,13.36842105,18.81481481,8.237837838,15.875
,95,2,197Maple Leaf_db143c6dc981708b4d11b6b11f37d47b16ac22c6_out.chart,,3.80,116,82,179,99,,x,false ,SM,,,0.5172413793,0.7317073171,0.3351955307,0.6060606061,13.13793103,18.58536585,8.51396648,15.39393939
,95,3,198Mock cable_50a629448e2ebffe6f53514a44f8fd925b014033_out.chart,,3.26,83,88,152,110,,,false ,SM,,,0.7228915663,0.6818181818,0.3947368421,0.5454545455,18.36144578,17.31818182,10.02631579,13.85454545
x,96,1,199Mock cable_8d5c9ef371ab521d21e236fed5a154a075d5f9e6_out.chart,,4.09,96,86,168,100,,,false ,SM,,,0.625,0.6976744186,0.3571428571,0.6,15.875,17.72093023,9.071428571,15.24
x,96,2,200Mock Cable_ba459c2e8f78b2ba22cef0df1cefee96a86664ff_out.chart,,4.00,105,74,157,94,,,false ,SM,,,0.5714285714,0.8108108108,0.3821656051,0.6382978723,14.51428571,20.59459459,9.707006369,16.21276596
x,96,3,201Pfauenauge_2207e9891885c1fd6e8d42d00268b63c793d03a0_out.chart,,3.96,101,81,169,99,,,false ,SM,,,0.5940594059,0.7407407407,0.3550295858,0.6060606061,15.08910891,18.81481481,9.017751479,15.39393939
,97,1,202Ribbon Rib_5a3b71ad8d9cb57c484d3d0cf5b1faa2f6700ceb_out.chart,,3.57,101,86,159,94,,x,false ,SM,,,0.5940594059,0.6976744186,0.3773584906,0.6382978723,15.08910891,17.72093023,9.58490566,16.21276596
,97,2,203Rustic rib_ca2dc85a95b019554e2b434d42b62cf181d03d12_out.chart,,4.07,92,91,152,121,,,false ,SM,,,0.652173913,0.6593406593,0.3947368421,0.4958677686,16.56521739,16.74725275,10.02631579,12.59504132
,97,3,204Seaweeds 2_9b0d838121772e965c9a6acdcf929ea0b0e244b7_out.chart,,3.90,100,85,170,105,,,false ,SM,,,0.6,0.7058823529,0.3529411765,0.5714285714,15.24,17.92941176,8.964705882,14.51428571
x,98,1,205Seeded Rib_72f5463d67160bdd1d7eff0d9df9cd0d24df3f87_out.chart,,3.97,99,82,169,102,,,false ,SM,,,0.6060606061,0.7317073171,0.3550295858,0.5882352941,15.39393939,18.58536585,9.017751479,14.94117647
x,98,2,206Shawl test_1afa939d78c1feb6425607d4745fcf44f0adfef3_out.chart,,3.83,99,79,159,89,verified: this is (and should be) stockinette + one line of garter,,false ,SM,,,0.6060606061,0.7594936709,0.3773584906,0.6741573034,15.39393939,19.29113924,9.58490566,17.12359551
,false ,false ,207Short Rows_b64eb06c38677dc53e0fd3af985714494d5d1833_out.chart,,,,,,,,,Error: Operation Error: trying to xfer from empty needle f-60.,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
x,98,3,208Split Leaf_474e5dda0b4c17146bdf2d1e4bc73f81b34cf181_out.chart,,3.92,107,79,154,102,,,false ,SM,,,0.5607476636,0.7594936709,0.3896103896,0.5882352941,14.24299065,19.29113924,9.896103896,14.94117647
x,99,1,209Split Leaf_965ee6d1699db54e303f1df2ba3225d7649458d1_out.chart,,3.87,101,83,170,99,,,false ,SM,,,0.5940594059,0.7228915663,0.3529411765,0.6060606061,15.08910891,18.36144578,8.964705882,15.39393939
x,99,2,210Suncatcher_84d686e39428c5d1dd8f9d02f0b107f44539b09f_out.chart,,3.90,110,81,163,102,,,false ,SM,,,0.5454545455,0.7407407407,0.3680981595,0.5882352941,13.85454545,18.81481481,9.349693252,14.94117647
x,99,3,211Switchback_e142f6b01da572790a9003fb44f4df50f3b82d74_out.chart,,3.99,107,75,170,97,,,false ,SM,,,0.5607476636,0.8,0.3529411765,0.618556701,14.24299065,20.32,8.964705882,15.71134021
x,100,1,212Three plus_bb2399467d7b26b800d5e41570bec392b9003251_out.chart,,4.21,109,86,187,98,,,false ,SM,,,0.5504587156,0.6976744186,0.320855615,0.612244898,13.98165138,17.72093023,8.14973262,15.55102041
x,100,2,213Trapezoids_249b43673706477a62b26227158a6a5655ddf715_out.chart,,3.98,101,82,157,91,,,false ,SM,,,0.5940594059,0.7317073171,0.3821656051,0.6593406593,15.08910891,18.58536585,9.707006369,16.74725275
x,100,3,214Vaduz Cowl_0676e4457e52319e0f96c79212aed2edb8267575_out.chart,,3.87,98,83,172,89,,,false ,SM,,,0.612244898,0.7228915663,0.3488372093,0.6741573034,15.55102041,18.36144578,8.860465116,17.12359551
,101,1,215Wilderness_0460d456dcfa0f550ffe2f588fe9fd636c35cf5e_out.chart,,,,,,,,x,false ,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,101,2,216Zopfmuster_b07fee834032b05a2caa37a96ec7075cd7fe323b_out.chart,,3.93,89,82,147,94,,,false ,SM,,,0.6741573034,0.7317073171,0.4081632653,0.6382978723,17.12359551,18.58536585,10.36734694,16.21276596
,101,3,217Autumn Lace_ddad85f02738d8c741bd08c6d7a11df995eb27a2_out.chart,,3.85,114,80,164,102,,x,false ,SM,,,0.5263157895,0.75,0.3658536585,0.5882352941,13.36842105,19.05,9.292682927,14.94117647
,102,1,218Bead Stitch_d7d5b9758f75d63a5310c3326b0b028a69499def_out.chart,,3.86,117,79,169,111,,x,false ,SM,,,0.5128205128,0.7594936709,0.3550295858,0.5405405405,13.02564103,19.29113924,9.017751479,13.72972973
,102,2,219Bias Column_f60e4d13c8de05b6418f16035a2190aeebe957d3_out.chart,,,,,,,,,false ,SM,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
